"id","price","room_type"
50953084,404,"Entire home/apt"
48565695,NA,"Entire home/apt"
16230905,NA,"Entire home/apt"
16237242,NA,"Entire home/apt"
1199302716556297216,NA,"Entire home/apt"
1177781030241640960,NA,"Private room"
16238779,NA,"Entire home/apt"
16244878,NA,"Entire home/apt"
16258784,NA,"Private room"
16259787,NA,"Private room"
16226031,NA,"Entire home/apt"
21295182,NA,"Entire home/apt"
860241816039531264,115,"Entire home/apt"
1204515012055274496,99,"Private room"
21304935,NA,"Private room"
21305125,NA,"Private room"
976147002498798080,225,"Entire home/apt"
21468762,NA,"Shared room"
21766524,NA,"Entire home/apt"
21366268,NA,"Private room"
43604419,NA,"Entire home/apt"
46511472,NA,"Private room"
22175928,NA,"Private room"
46892479,317,"Entire home/apt"
21990254,NA,"Shared room"
22205619,NA,"Private room"
591427135680545536,150,"Entire home/apt"
22243957,NA,"Private room"
46380639,NA,"Entire home/apt"
16308886,NA,"Entire home/apt"
16310570,NA,"Private room"
20401541,NA,"Entire home/apt"
20406627,NA,"Private room"
571916281271663360,80,"Private room"
20396246,NA,"Entire home/apt"
16331969,NA,"Entire home/apt"
864513603417867904,240,"Private room"
16347171,NA,"Entire home/apt"
41127989,375,"Entire home/apt"
16360727,NA,"Entire home/apt"
21279172,NA,"Entire home/apt"
22249805,NA,"Private room"
966776877776043520,813,"Entire home/apt"
22245972,NA,"Shared room"
22066551,NA,"Private room"
40721922,439,"Entire home/apt"
868137929514017152,688,"Entire home/apt"
1132610235914173696,304,"Private room"
24230591,NA,"Private room"
46490720,NA,"Private room"
50747708,NA,"Private room"
32306605,500,"Entire home/apt"
48867046,92,"Entire home/apt"
684634229190021760,80,"Private room"
29231943,NA,"Private room"
1106487805288775936,363,"Private room"
26391060,NA,"Private room"
28014366,NA,"Entire home/apt"
29275537,NA,"Entire home/apt"
29280869,NA,"Private room"
51861574,175,"Entire home/apt"
953551779964382464,100,"Private room"
3868344,158,"Entire home/apt"
1186411363056506368,260,"Entire home/apt"
1.170434064488e+18,77,"Private room"
28436441,NA,"Entire home/apt"
53290354,NA,"Private room"
41082801,376,"Entire home/apt"
26943105,NA,"Entire home/apt"
53684967,NA,"Entire home/apt"
1127673494764492672,231,"Private room"
29844533,NA,"Entire home/apt"
24374487,NA,"Entire home/apt"
25315860,NA,"Private room"
25325029,NA,"Private room"
25348369,NA,"Private room"
25484515,NA,"Private room"
29883990,NA,"Private room"
29893519,NA,"Entire home/apt"
28102752,NA,"Private room"
24575257,NA,"Private room"
28129565,NA,"Private room"
28131065,NA,"Entire home/apt"
1028921718566728320,46,"Entire home/apt"
25492295,NA,"Entire home/apt"
39922192,638,"Private room"
29906233,NA,"Shared room"
29333330,NA,"Shared room"
683343792774114432,145,"Entire home/apt"
637660091350480128,450,"Entire home/apt"
24600833,NA,"Private room"
1169204637839688192,144,"Entire home/apt"
42529554,199,"Private room"
26691677,NA,"Private room"
53290541,NA,"Private room"
29435698,NA,"Entire home/apt"
8520667,55,"Private room"
25745372,NA,"Entire home/apt"
28340606,NA,"Private room"
1166084149211199232,60,"Private room"
851268870316740352,140,"Entire home/apt"
40896611,58,"Entire home/apt"
43691688,NA,"Entire home/apt"
26914676,NA,"Entire home/apt"
1001196188496667648,417,"Entire home/apt"
39922280,638,"Private room"
921643385169345792,200,"Entire home/apt"
24857723,NA,"Entire home/apt"
814327,89,"Private room"
24966197,NA,"Private room"
27491393,NA,"Private room"
53728290,472,"Entire home/apt"
30015658,NA,"Private room"
29776313,NA,"Entire home/apt"
28911924,NA,"Private room"
27627627,NA,"Entire home/apt"
52585014,NA,"Entire home/apt"
3645284,222,"Entire home/apt"
28982349,NA,"Entire home/apt"
27693532,NA,"Entire home/apt"
25157160,NA,"Private room"
25168678,NA,"Private room"
868739989021856256,150,"Private room"
1232916502749090048,188,"Entire home/apt"
7093122,NA,"Private room"
42718455,NA,"Private room"
7239527,NA,"Private room"
9789350,NA,"Entire home/apt"
653538289455674368,317,"Entire home/apt"
34976735,NA,"Entire home/apt"
1157792206022428672,58,"Private room"
1056252450167069824,408,"Entire home/apt"
27061752,NA,"Private room"
27087566,NA,"Entire home/apt"
27089135,NA,"Entire home/apt"
838398014030428288,162,"Hotel room"
25949359,NA,"Entire home/apt"
1022845408225467904,250,"Entire home/apt"
1067212150616971904,399,"Entire home/apt"
949729555472891520,367,"Entire home/apt"
24906413,NA,"Private room"
26004664,NA,"Entire home/apt"
1076003044998951936,489,"Entire home/apt"
27362309,NA,"Private room"
28754650,NA,"Entire home/apt"
24922519,NA,"Entire home/apt"
24930848,NA,"Private room"
27464651,NA,"Entire home/apt"
27482592,NA,"Entire home/apt"
26131606,58,"Entire home/apt"
860633567026070400,263,"Entire home/apt"
1147871459389748096,78,"Private room"
1005670166131650176,371,"Entire home/apt"
47169578,398,"Entire home/apt"
30392780,305,"Entire home/apt"
43723972,NA,"Entire home/apt"
1102085427590592640,399,"Private room"
26139590,NA,"Private room"
27593335,NA,"Entire home/apt"
995686208234684672,58,"Private room"
30476876,NA,"Entire home/apt"
32050071,NA,"Entire home/apt"
30497529,NA,"Entire home/apt"
816186652260296064,843,"Entire home/apt"
7398507,NA,"Entire home/apt"
32189706,NA,"Private room"
32544596,135,"Entire home/apt"
1196970749315364352,379,"Entire home/apt"
14417576,NA,"Entire home/apt"
14423010,NA,"Private room"
19440924,NA,"Entire home/apt"
19455656,NA,"Private room"
32235802,NA,"Hotel room"
1166488176169276160,439,"Entire home/apt"
35752161,NA,"Entire home/apt"
30558219,NA,"Entire home/apt"
32315112,NA,"Entire home/apt"
1094956373198363520,NA,"Entire home/apt"
32327326,NA,"Hotel room"
28908658,NA,"Private room"
9720768,76,"Private room"
21787094,NA,"Entire home/apt"
47964241,280,"Entire home/apt"
20714171,200,"Entire home/apt"
30675435,NA,"Private room"
838396258978907136,227,"Hotel room"
30694626,NA,"Entire home/apt"
32454559,NA,"Entire home/apt"
30537221,NA,"Entire home/apt"
32327466,NA,"Hotel room"
30561958,NA,"Entire home/apt"
4987238,375,"Entire home/apt"
21837620,NA,"Private room"
30759388,NA,"Entire home/apt"
30748302,NA,"Entire home/apt"
30786156,NA,"Entire home/apt"
821020138220358272,228,"Entire home/apt"
759602245130026368,NA,"Entire home/apt"
13388210,46,"Entire home/apt"
30718736,NA,"Private room"
786247981418944128,NA,"Private room"
30852793,NA,"Private room"
21851016,NA,"Private room"
32857918,NA,"Private room"
41109712,385,"Entire home/apt"
32991664,NA,"Private room"
32915763,NA,"Entire home/apt"
1140564304605952384,1028,"Entire home/apt"
30712682,NA,"Entire home/apt"
48754031,NA,"Private room"
30713613,NA,"Entire home/apt"
925332909222963200,418,"Entire home/apt"
30762826,NA,"Entire home/apt"
8942272,55,"Private room"
696620581974515584,185,"Private room"
32668712,NA,"Private room"
33239233,NA,"Entire home/apt"
1107876825122017280,694,"Entire home/apt"
31036903,NA,"Private room"
34371999,NA,"Private room"
9887763,NA,"Private room"
21677581,NA,"Entire home/apt"
34443205,NA,"Entire home/apt"
34449879,NA,"Private room"
33394700,NA,"Private room"
7629563,NA,"Private room"
50942802,NA,"Entire home/apt"
21813179,NA,"Private room"
21404524,NA,"Entire home/apt"
704784534051457408,1091,"Entire home/apt"
33154669,NA,"Entire home/apt"
41775678,NA,"Entire home/apt"
7780335,NA,"Entire home/apt"
9997433,NA,"Entire home/apt"
10035023,NA,"Entire home/apt"
39201527,NA,"Entire home/apt"
10233563,NA,"Entire home/apt"
10247799,NA,"Private room"
31044749,NA,"Private room"
31052694,NA,"Private room"
872272915365746816,251,"Entire home/apt"
46415269,200,"Entire home/apt"
5718935,NA,"Entire home/apt"
31057348,NA,"Private room"
21421478,NA,"Entire home/apt"
33474649,NA,"Private room"
14480430,NA,"Private room"
33528562,NA,"Private room"
1011480622702890368,361,"Entire home/apt"
817246542999315968,2204,"Entire home/apt"
775141157558032512,352,"Entire home/apt"
615821520431158528,NA,"Entire home/apt"
37212171,NA,"Shared room"
35114189,NA,"Entire home/apt"
34536285,NA,"Private room"
1005674051567310848,367,"Entire home/apt"
17157615,169,"Private room"
902812569692548864,462,"Entire home/apt"
1231135197361698816,440,"Entire home/apt"
31188378,NA,"Private room"
636051632523341952,457,"Entire home/apt"
8636811,NA,"Private room"
8681776,NA,"Private room"
730620209721699072,160,"Entire home/apt"
6179500,NA,"Private room"
6371890,NA,"Private room"
10812136,NA,"Private room"
6373790,NA,"Entire home/apt"
12728514,NA,"Private room"
12765858,NA,"Private room"
1011481145576039424,370,"Entire home/apt"
48939322,NA,"Private room"
48945306,NA,"Private room"
9211534,NA,"Private room"
31085213,NA,"Private room"
35836471,NA,"Entire home/apt"
31143377,NA,"Entire home/apt"
33558241,NA,"Entire home/apt"
35115187,NA,"Entire home/apt"
31123021,NA,"Entire home/apt"
34570070,NA,"Entire home/apt"
1029667664595611136,627,"Entire home/apt"
31211375,NA,"Private room"
31177983,NA,"Private room"
48919541,NA,"Entire home/apt"
31234360,NA,"Private room"
35735822,NA,"Private room"
31291730,NA,"Private room"
42806766,468,"Entire home/apt"
33689191,NA,"Entire home/apt"
803378937776961664,100,"Private room"
31292757,NA,"Private room"
344082,249,"Entire home/apt"
31304303,NA,"Entire home/apt"
35548551,NA,"Entire home/apt"
11295918,NA,"Private room"
51065454,NA,"Entire home/apt"
35614263,NA,"Entire home/apt"
33858603,NA,"Entire home/apt"
6329973,71,"Private room"
51126088,NA,"Entire home/apt"
33870097,NA,"Entire home/apt"
31490659,NA,"Entire home/apt"
30143717,NA,"Entire home/apt"
12856992,NA,"Private room"
35263130,NA,"Entire home/apt"
33927923,NA,"Entire home/apt"
48996609,NA,"Entire home/apt"
31663848,NA,"Entire home/apt"
31668481,NA,"Entire home/apt"
46330338,175,"Entire home/apt"
31681846,NA,"Entire home/apt"
35679935,NA,"Entire home/apt"
33995646,NA,"Entire home/apt"
31687693,NA,"Entire home/apt"
13894813,80,"Private room"
30265098,NA,"Private room"
35713272,NA,"Private room"
1151487119349918848,466,"Hotel room"
31316889,NA,"Entire home/apt"
31409073,NA,"Private room"
35603512,NA,"Entire home/apt"
33897838,NA,"Entire home/apt"
52639956,NA,"Entire home/apt"
863746617249208192,300,"Private room"
46953059,150,"Private room"
31568673,NA,"Private room"
654361482306091136,195,"Private room"
22295591,NA,"Entire home/apt"
843641852037954176,42,"Shared room"
35338703,NA,"Hotel room"
6947196,NA,"Entire home/apt"
43956496,NA,"Private room"
35406411,NA,"Private room"
30374563,NA,"Entire home/apt"
31980644,NA,"Private room"
34890712,NA,"Private room"
620304354584557696,NA,"Private room"
620313680319580544,NA,"Entire home/apt"
34107684,NA,"Entire home/apt"
726532496611209472,598,"Entire home/apt"
877978259455712640,458,"Entire home/apt"
34935216,NA,"Entire home/apt"
1084995562728014464,63,"Private room"
30439398,NA,"Private room"
6968737,NA,"Entire home/apt"
39277490,NA,"Entire home/apt"
43269240,NA,"Entire home/apt"
43269341,NA,"Entire home/apt"
41871626,NA,"Entire home/apt"
54065144,175,"Shared room"
11474808,NA,"Entire home/apt"
752124066836971392,384,"Private room"
6094046,86,"Private room"
42300,500,"Entire home/apt"
31823858,NA,"Entire home/apt"
34856076,NA,"Entire home/apt"
39435835,200,"Entire home/apt"
46789948,NA,"Entire home/apt"
916285509910053888,200,"Entire home/apt"
9513278,NA,"Entire home/apt"
34868325,NA,"Entire home/apt"
34867166,NA,"Entire home/apt"
30367011,NA,"Private room"
51343896,98,"Private room"
30367591,NA,"Private room"
1143481472804642816,62,"Entire home/apt"
35706339,NA,"Entire home/apt"
35385859,NA,"Entire home/apt"
31918252,NA,"Private room"
22445969,175,"Entire home/apt"
40701936,NA,"Entire home/apt"
39270581,NA,"Private room"
43458806,NA,"Entire home/apt"
41973806,NA,"Entire home/apt"
39380638,NA,"Private room"
627380994474321152,200,"Private room"
49944155,109,"Private room"
21589646,NA,"Shared room"
37534417,NA,"Entire home/apt"
40763916,NA,"Private room"
39447878,NA,"Entire home/apt"
24915585,190,"Entire home/apt"
621000144783155072,NA,"Entire home/apt"
40797425,NA,"Entire home/apt"
37602188,NA,"Entire home/apt"
10165663,65,"Entire home/apt"
43466729,NA,"Entire home/apt"
39627045,NA,"Private room"
1103761156902479872,1473,"Entire home/apt"
53933996,NA,"Private room"
693293975462498432,NA,"Private room"
39693688,NA,"Private room"
5231817,155,"Entire home/apt"
39820168,NA,"Private room"
39840444,NA,"Private room"
21202563,NA,"Entire home/apt"
1355654,175,"Entire home/apt"
949274358936897792,350,"Private room"
19193758,NA,"Private room"
14366054,NA,"Private room"
19638414,NA,"Entire home/apt"
40871135,NA,"Entire home/apt"
35873124,NA,"Private room"
44463882,NA,"Entire home/apt"
49113280,85,"Entire home/apt"
834949788293241088,319,"Entire home/apt"
42981740,NA,"Entire home/apt"
40031760,NA,"Entire home/apt"
44068157,NA,"Shared room"
40902573,NA,"Entire home/apt"
36404684,399,"Entire home/apt"
1132610485988991104,297,"Private room"
40239419,75,"Shared room"
40137765,NA,"Entire home/apt"
15474504,NA,"Private room"
46891080,NA,"Private room"
46900879,NA,"Entire home/apt"
36279030,NA,"Private room"
41000928,NA,"Private room"
838420711435488768,187,"Entire home/apt"
49175784,NA,"Entire home/apt"
36313048,NA,"Entire home/apt"
1.003388069721e+18,228,"Entire home/apt"
970818556729760512,167,"Entire home/apt"
19866106,NA,"Private room"
716015345271770496,200,"Private room"
1102085410385698688,399,"Private room"
36383411,NA,"Private room"
40682851,NA,"Entire home/apt"
37391071,NA,"Private room"
40696745,NA,"Entire home/apt"
37423528,NA,"Private room"
1228392048049556480,56,"Private room"
39464274,NA,"Private room"
876614541042696320,409,"Entire home/apt"
578897008704988160,90,"Entire home/apt"
39422367,NA,"Entire home/apt"
44461172,NA,"Private room"
37718828,NA,"Entire home/apt"
776072363078619392,91,"Entire home/apt"
37732641,NA,"Entire home/apt"
46832153,NA,"Entire home/apt"
42962887,NA,"Private room"
39651899,NA,"Entire home/apt"
44020492,NA,"Private room"
39791749,NA,"Entire home/apt"
40886497,NA,"Entire home/apt"
762880946440059520,170,"Entire home/apt"
43395757,NA,"Entire home/apt"
21275075,200,"Entire home/apt"
30511301,186,"Entire home/apt"
39803164,NA,"Entire home/apt"
1106487941419066368,346,"Private room"
37800810,NA,"Entire home/apt"
40896785,NA,"Entire home/apt"
39922347,NA,"Private room"
43397118,NA,"Entire home/apt"
39922436,NA,"Private room"
39922635,NA,"Private room"
43391847,NA,"Private room"
50826322,150,"Entire home/apt"
36115461,NA,"Private room"
40903966,NA,"Private room"
28602842,499,"Entire home/apt"
40197148,NA,"Entire home/apt"
41042473,NA,"Private room"
38164809,NA,"Private room"
1147706571147821440,386,"Hotel room"
42310158,NA,"Entire home/apt"
42289806,NA,"Private room"
1143391752328531456,175,"Entire home/apt"
36441134,NA,"Entire home/apt"
886759118206964224,455,"Entire home/apt"
949271464381844992,445,"Private room"
27137651,179,"Entire home/apt"
42484276,NA,"Entire home/apt"
38428985,NA,"Entire home/apt"
963898358315700992,446,"Entire home/apt"
9445501,95,"Entire home/apt"
1005673684502420224,390,"Entire home/apt"
786852693185472384,NA,"Shared room"
40939047,NA,"Private room"
36180667,NA,"Private room"
38024535,NA,"Shared room"
42390283,NA,"Entire home/apt"
776615878891313408,498,"Entire home/apt"
46967616,NA,"Private room"
36565460,NA,"Entire home/apt"
42470218,NA,"Private room"
37776999,150,"Private room"
615126076185455232,400,"Entire home/apt"
991447830817152896,1128,"Entire home/apt"
576895620697427200,165,"Entire home/apt"
38462543,NA,"Private room"
1004095772865729536,376,"Entire home/apt"
1004797911209762176,371,"Entire home/apt"
15949915,NA,"Entire home/apt"
43098254,NA,"Entire home/apt"
41247450,NA,"Entire home/apt"
38626886,NA,"Private room"
49270303,NA,"Entire home/apt"
40450547,NA,"Private room"
42527345,NA,"Private room"
36819630,NA,"Entire home/apt"
38720591,NA,"Entire home/apt"
31135051,NA,"Private room"
8404181,NA,"Private room"
40501642,NA,"Entire home/apt"
42518749,NA,"Private room"
41375705,NA,"Private room"
40484867,NA,"Private room"
38645987,NA,"Private room"
847914604605420288,64,"Private room"
41326428,NA,"Private room"
38752368,NA,"Entire home/apt"
38906145,NA,"Private room"
38923034,NA,"Private room"
36970116,NA,"Entire home/apt"
40582333,NA,"Entire home/apt"
20213442,NA,"Private room"
41159052,NA,"Private room"
902809383437129216,676,"Entire home/apt"
1048926083719475840,403,"Private room"
594686068974696320,460,"Entire home/apt"
42515407,NA,"Entire home/apt"
38544065,NA,"Entire home/apt"
36702060,NA,"Entire home/apt"
41395481,NA,"Private room"
51343103,NA,"Private room"
1232800963475699456,402,"Entire home/apt"
42603616,NA,"Private room"
38902678,NA,"Entire home/apt"
14840286,950,"Entire home/apt"
1102085119804815872,367,"Private room"
41583537,NA,"Entire home/apt"
42662526,NA,"Private room"
51343497,NA,"Private room"
20302347,NA,"Private room"
900523198699096576,210,"Entire home/apt"
43444099,NA,"Private room"
49270929,NA,"Entire home/apt"
49246673,110,"Entire home/apt"
51340754,NA,"Private room"
943522101788911104,105,"Private room"
894555941110363136,282,"Hotel room"
39435773,145,"Entire home/apt"
51318136,NA,"Entire home/apt"
43609152,NA,"Private room"
53970630,NA,"Private room"
52834797,NA,"Entire home/apt"
49503671,NA,"Entire home/apt"
965709633075348992,391,"Entire home/apt"
50045106,445,"Entire home/apt"
52864022,NA,"Entire home/apt"
7698722,98,"Shared room"
22545284,NA,"Entire home/apt"
29176205,NA,"Entire home/apt"
28046416,NA,"Private room"
26487650,NA,"Entire home/apt"
48704743,NA,"Private room"
26813575,NA,"Entire home/apt"
24913510,NA,"Entire home/apt"
49567184,NA,"Private room"
47203801,NA,"Private room"
944840,NA,"Entire home/apt"
49611867,NA,"Private room"
5077231,NA,"Entire home/apt"
1211758820311009024,555,"Private room"
52923759,NA,"Private room"
817355,NA,"Entire home/apt"
45216874,NA,"Private room"
2208545,NA,"Entire home/apt"
45379767,NA,"Private room"
3678796,NA,"Private room"
45433111,NA,"Private room"
45308975,NA,"Entire home/apt"
45484178,NA,"Private room"
21935551,NA,"Entire home/apt"
47465022,NA,"Entire home/apt"
883256609907065728,206,"Entire home/apt"
630863953200294144,682,"Entire home/apt"
43177809,NA,"Private room"
36908046,NA,"Entire home/apt"
883314441140091648,302,"Entire home/apt"
16219145,NA,"Entire home/apt"
52839619,NA,"Entire home/apt"
49545608,NA,"Entire home/apt"
1107444003424510976,331,"Entire home/apt"
1070450891681156736,1249,"Entire home/apt"
44702152,NA,"Entire home/apt"
711477188594962944,271,"Entire home/apt"
867964370199094912,335,"Entire home/apt"
978012430499715968,641,"Entire home/apt"
51755945,NA,"Entire home/apt"
53417196,NA,"Entire home/apt"
15465050,145,"Private room"
49617481,NA,"Entire home/apt"
3767156,152,"Entire home/apt"
47031259,210,"Entire home/apt"
684636604364196608,100,"Private room"
23425584,NA,"Entire home/apt"
45220334,NA,"Shared room"
1157267753536374272,379,"Entire home/apt"
521018,NA,"Entire home/apt"
869724433981873536,249,"Entire home/apt"
1082300585235338880,140,"Entire home/apt"
49756129,NA,"Private room"
52969220,NA,"Entire home/apt"
25134311,235,"Entire home/apt"
877259522989056768,409,"Entire home/apt"
47567427,NA,"Private room"
49966432,NA,"Entire home/apt"
52191839,NA,"Private room"
45738575,NA,"Entire home/apt"
902811891730431488,460,"Entire home/apt"
1150109731017852928,135,"Entire home/apt"
20582991,130,"Entire home/apt"
27506095,NA,"Private room"
807299063858848768,152,"Entire home/apt"
871875774292354048,287,"Entire home/apt"
33295827,NA,"Private room"
53076064,NA,"Entire home/apt"
888140728520503040,678,"Entire home/apt"
870739651116394112,262,"Entire home/apt"
31220573,NA,"Entire home/apt"
47883677,NA,"Private room"
52553725,135,"Entire home/apt"
50313940,NA,"Private room"
1097116310359705984,NA,"Private room"
47977733,NA,"Private room"
53477385,NA,"Private room"
898833379500155392,NA,"Private room"
47989542,NA,"Private room"
2228840,NA,"Entire home/apt"
4351563,NA,"Entire home/apt"
45990139,NA,"Entire home/apt"
50688922,437,"Entire home/apt"
48051434,NA,"Entire home/apt"
48042064,NA,"Entire home/apt"
1128359432253229184,99,"Private room"
922596239248347648,65,"Private room"
52418045,NA,"Private room"
665776395339192192,NA,"Entire home/apt"
742219171308955904,NA,"Entire home/apt"
802464796859828736,NA,"Entire home/apt"
742470702020009472,NA,"Private room"
583539614386985472,NA,"Entire home/apt"
8515213,1571,"Entire home/apt"
743425672330246912,NA,"Entire home/apt"
585393510573578112,NA,"Entire home/apt"
1189119030022037248,167,"Entire home/apt"
50473264,365,"Entire home/apt"
744438625858948096,NA,"Private room"
13752815,112,"Private room"
744448865715734784,NA,"Private room"
668364704805260416,NA,"Entire home/apt"
808674418658621824,109,"Private room"
1029667278109157376,614,"Entire home/apt"
47476719,NA,"Private room"
837089237064032256,66,"Private room"
50377243,180,"Entire home/apt"
4726893,NA,"Entire home/apt"
52075359,NA,"Private room"
1132610482855374208,296,"Private room"
697005314648327936,NA,"Entire home/apt"
52151871,NA,"Entire home/apt"
45595421,NA,"Entire home/apt"
21891406,NA,"Private room"
51933590,NA,"Entire home/apt"
52149565,346,"Entire home/apt"
1130680,107,"Private room"
52155173,NA,"Private room"
45668457,NA,"Private room"
1067189792341741696,396,"Entire home/apt"
52204946,NA,"Private room"
50135432,NA,"Entire home/apt"
1048926569524406144,399,"Private room"
45797507,NA,"Entire home/apt"
47815251,NA,"Private room"
45850424,NA,"Entire home/apt"
47882500,NA,"Private room"
52339404,NA,"Private room"
47882733,NA,"Private room"
34668348,NA,"Entire home/apt"
697193632643079168,223,"Private room"
22266538,NA,"Private room"
26131794,62,"Entire home/apt"
53117220,NA,"Entire home/apt"
53111732,NA,"Private room"
53119150,NA,"Entire home/apt"
50977430,393,"Entire home/apt"
52380053,NA,"Private room"
1979127,293,"Entire home/apt"
697760040679546496,NA,"Private room"
822558617844543232,NA,"Entire home/apt"
746337234409907456,NA,"Entire home/apt"
670381152919644800,NA,"Entire home/apt"
21926279,NA,"Entire home/apt"
54083706,NA,"Private room"
898914664529896704,NA,"Hotel room"
46480127,353,"Entire home/apt"
54111106,NA,"Entire home/apt"
707993708042686464,NA,"Entire home/apt"
633821009078400000,NA,"Private room"
10289124,130,"Shared room"
1127050892290534144,103,"Private room"
813723668254003840,NA,"Entire home/apt"
39435760,145,"Entire home/apt"
783383010954013440,NA,"Entire home/apt"
691684916095150592,255,"Entire home/apt"
35284206,NA,"Private room"
542239053789372864,NA,"Entire home/apt"
763814274826602624,NA,"Entire home/apt"
22117983,NA,"Entire home/apt"
764135338826028672,NA,"Entire home/apt"
694024141571245568,240,"Entire home/apt"
816157784605639424,NA,"Private room"
667369281292801280,NA,"Private room"
1074873319881210368,134,"Private room"
593555804094235904,NA,"Entire home/apt"
35199446,NA,"Entire home/apt"
26741642,248,"Entire home/apt"
50569950,361,"Entire home/apt"
1087653566702487168,220,"Entire home/apt"
805082247969380992,NA,"Entire home/apt"
668912150944678528,NA,"Entire home/apt"
854422829531545984,120,"Entire home/apt"
1100507609129527424,454,"Entire home/apt"
53981239,NA,"Entire home/apt"
1009467369393433728,102,"Private room"
1168686341536062208,475,"Entire home/apt"
54057437,NA,"Private room"
54069262,NA,"Private room"
30152177,NA,"Entire home/apt"
812085758104612992,NA,"Private room"
716358794580396288,363,"Entire home/apt"
628804013078255488,NA,"Private room"
54124015,NA,"Entire home/apt"
46731336,NA,"Entire home/apt"
49770573,280,"Entire home/apt"
54160187,NA,"Entire home/apt"
1055872606335212032,175,"Entire home/apt"
898746552381581312,NA,"Private room"
1070376523863400960,172,"Entire home/apt"
36523682,130,"Private room"
705059188208480256,NA,"Entire home/apt"
713127877286097152,NA,"Entire home/apt"
46113841,368,"Entire home/apt"
814205748018769792,NA,"Entire home/apt"
715266215660233216,NA,"Entire home/apt"
1205444048123935232,172,"Entire home/apt"
766495988260965248,NA,"Entire home/apt"
39878837,200,"Entire home/apt"
547539781253911744,NA,"Private room"
33451456,217,"Entire home/apt"
31958064,NA,"Private room"
1166487900438773504,439,"Entire home/apt"
22119375,NA,"Private room"
642890868570189952,NA,"Entire home/apt"
714373246997877632,NA,"Private room"
49057864,NA,"Private room"
553472206682115136,NA,"Entire home/apt"
641926339661538688,NA,"Private room"
646665510489708672,NA,"Entire home/apt"
46211796,538,"Entire home/apt"
49057606,NA,"Private room"
795720602919203456,NA,"Entire home/apt"
14214403,190,"Entire home/apt"
1065716820074814336,406,"Entire home/apt"
795842713599757056,NA,"Entire home/apt"
853394785192534016,361,"Entire home/apt"
648908101004994560,NA,"Private room"
723381199394914432,NA,"Private room"
725546318402991744,NA,"Private room"
819412869698280960,99,"Private room"
1067321001126892416,433,"Entire home/apt"
725553304534332288,NA,"Private room"
725792742255312640,NA,"Entire home/apt"
594686502384672512,457,"Entire home/apt"
726041127291746816,NA,"Entire home/apt"
653331491008788096,NA,"Private room"
40705021,NA,"Private room"
825193,NA,"Entire home/apt"
898935195254453248,NA,"Private room"
898934440823594112,NA,"Private room"
654422366880624000,NA,"Entire home/apt"
48740080,66,"Entire home/apt"
655264235480555264,NA,"Private room"
1209390906014800128,535,"Entire home/apt"
651474937733497216,NA,"Private room"
726104953235131520,NA,"Entire home/apt"
1166492436356509184,361,"Entire home/apt"
43537431,275,"Entire home/apt"
654096386003797376,NA,"Entire home/apt"
53260356,139,"Entire home/apt"
726528047543192192,NA,"Private room"
726533887331486080,NA,"Private room"
564712205408727872,NA,"Private room"
768265003903199232,NA,"Entire home/apt"
769203788648758528,NA,"Entire home/apt"
1226822606875887872,140,"Entire home/apt"
1146754863160664320,466,"Hotel room"
728018438985216512,NA,"Private room"
815172160252307712,NA,"Private room"
729089788337206528,NA,"Private room"
46887738,403,"Entire home/apt"
37532987,58,"Entire home/apt"
800250120549006720,NA,"Entire home/apt"
1066630837020823936,648,"Entire home/apt"
777172137305161216,111,"Private room"
659341556619965440,NA,"Private room"
899030047918218752,NA,"Private room"
899030143126289408,NA,"Private room"
898846217831725440,NA,"Private room"
1097115534172650112,NA,"Private room"
2461439,130,"Entire home/apt"
30570342,75,"Private room"
900274882929421184,NA,"Hotel room"
899938894250085632,NA,"Private room"
900275620182913280,NA,"Hotel room"
760316248704941184,260,"Entire home/apt"
6660511,300,"Entire home/apt"
51008582,562,"Entire home/apt"
1157776073200375808,60,"Private room"
1110997503201864448,NA,"Entire home/apt"
1188371603911979520,651,"Entire home/apt"
20913,NA,"Entire home/apt"
824834143513558400,NA,"Private room"
829274057349888000,NA,"Private room"
584122,NA,"Private room"
830663161811026176,NA,"Entire home/apt"
39435811,200,"Entire home/apt"
53155237,125,"Private room"
832683569424728704,NA,"Private room"
840162350804421248,NA,"Private room"
840080434239845120,NA,"Private room"
916908855321033088,NA,"Entire home/apt"
868548,NA,"Private room"
1084827854461923712,153,"Entire home/apt"
101053,NA,"Private room"
1218845399095528960,140,"Entire home/apt"
872210,NA,"Private room"
23120142,NA,"Private room"
847639728651809024,NA,"Private room"
1015496467468773504,NA,"Private room"
848016961737918464,NA,"Private room"
148201,NA,"Entire home/apt"
848080492358904576,NA,"Private room"
848127498966265856,NA,"Private room"
660036,NA,"Private room"
44261171,602,"Entire home/apt"
1189321297477241088,800,"Entire home/apt"
22176782,NA,"Private room"
1064300515053828608,406,"Entire home/apt"
925688828901710080,NA,"Private room"
1025163662145828864,NA,"Private room"
858187104921136512,NA,"Private room"
927117024608875904,NA,"Entire home/apt"
1029768051755117312,NA,"Hotel room"
39435765,200,"Entire home/apt"
1029993985161821312,NA,"Entire home/apt"
1030004105389009536,NA,"Entire home/apt"
658476893753152640,361,"Entire home/apt"
1097116277933722496,NA,"Private room"
44048372,152,"Entire home/apt"
564392277073018688,NA,"Entire home/apt"
940643437829841920,118,"Entire home/apt"
